org.ow2.asm:asm	4.0	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8703	approved
org.scala-lang.modules:scala-parser-combinators_2.11	1.0.4	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10638	new
org.scala-lang.modules:scala-xml_2.11	1.0.5	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10637	new
org.scala-lang:scala-compiler	2.11.7	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8531	approved
org.scala-lang:scala-library	2.11.7	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8531	approved
org.scala-lang:scalap	2.11.7	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8531	approved
org.scala-lang:scala-reflect	2.11.7	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8531	approved
org.scalatra.rl:rl_2.11	0.4.10	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10639	new
org.scalatra:scalatra_2.11	2.3.0	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8985	approved
org.scalatra:scalatra-auth_2.11	2.3.0	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8985	approved
org.scalatra:scalatra-common_2.11	2.3.0	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8985	approved
org.scalatra:scalatra-json_2.11	2.3.0	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8985	approved
org.slf4j:slf4j-api	1.7.5	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8502	approved
org.slf4j:slf4j-log4j12	1.7.5	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10640	new
org.tukaani:xz	1.0	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8672	approved
picocontainer:picocontainer	1.2	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8720	approved
xml-apis:xml-apis	1.4.01	compile	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10641	new

javax.media:jai_codec	1.1.3	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8930	pending
javax.media:jai_core	1.1.3	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8930	approved
org.apache.accumulo:accumulo-server-base	1.6.2	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=9579	approved
org.apache.hadoop:hadoop-auth	2.5.1	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10645	new
org.apache.hadoop:hadoop-client	2.2.0	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8504	approved
org.apache.hadoop:hadoop-common	2.2.0	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8504	approved
org.apache.hadoop:hadoop-hdfs	2.5.1	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10645	new
org.apache.hadoop:hadoop-mapreduce-client-core	2.5.1	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10645	new
org.apache.kafka:kafka_2.11	0.8.2.1	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10643	new
org.apache.spark:spark-catalyst_2.11	1.5.0	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10154	approved
org.apache.spark:spark-core_2.11	1.5.0	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10154	approved
org.apache.spark:spark-sql_2.11	1.5.0	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10154	approved
org.apache.spark:spark-yarn_2.11	1.5.0	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=10154	approved
org.apache.zookeeper:zookeeper	3.4.5	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8505	approved
org.springframework.security:spring-security-core	3.1.0.RELEASE	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=9356	approved
org.springframework.security:spring-security-web	3.1.0.RELEASE	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=9356	approved
org.springframework:spring-web	3.1.4.RELEASE	provided	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=9355	approved

java3d:vecmath	1.3.2	test	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8666	pending
junit:junit	4.5	test	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8666	pending
org.apache.accumulo:accumulo-test	1.6.2	test	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8666	pending
org.apache.camel:camel-netty4	2.15.1	test	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8666	pending
org.apache.curator:curator-test	2.7.1	test	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8666	pending
org.apache.kafka:kafka_2.11	test:0.8.2.1	test	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8666	pending
org.geotools:gt-geometry	14.1	test	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8666	pending
org.specs2:specs2_2.11	2.3.13	test	https://dev.eclipse.org/ipzilla/show_bug.cgi?id=8666	pending
